Customer,State,Customer_Lifetime_Value,Response,Coverage,Education,Effective_To_Date,EmploymentStatus,Gender,Income,Location_Code,Marital_Status,Monthly_Premium_Auto,Months_Since_Last_Claim,Months_Since_Policy_Inception,Number_of_Open_Complaints,Number_of_Policies,Policy_Type,Policy,Renew_Offer_Type,Sales_Channel,Total_Claim_Amount,Vehicle_Class,Vehicle_Size
DN92191,California,8384,No,Basic,Master,2002-08-11,Employed,M,68717,Suburban,Divorced,70,4,33,0,2,Personal Auto,Personal L3,Offer4,Branch,810.907059,Four-Door Car,Small
XR74007,California,3540,No,Extended,Bachelor,1/31/11,Employed,F,62863,Rural,Married,88,18,52,0,1,Corporate Auto,Corporate L1,Offer3,Agent,94.507735,Four-Door Car,Medsize
GB32334,California,5379,No,Basic,College,2002-10-11,Employed,F,24702,Urban,Married,68,13,63,0,8,Personal Auto,Personal L3,Offer2,Web,214.91451,Four-Door Car,Large
QW59726,California,2945,No,Basic,Master,2001-12-11,Employed,F,87274,Suburban,Married,73,2,30,1,1,Personal Auto,Personal L2,Offer2,Agent,350.4,Four-Door Car,Medsize
XO43812,California,8028,No,Basic,Master,2/22/11,Employed,M,56482,Suburban,Married,199,4,75,0,1,Personal Auto,Personal L1,Offer4,Call Center,955.2,Luxury SUV,Medsize
UI75273,California,7522,No,Extended,High School or Below,1/27/11,Employed,F,47727,Suburban,Married,94,25,33,0,3,Corporate Auto,Corporate L3,Offer2,Call Center,451.2,Two-Door Car,Medsize
MR76405,California,9470,No,Extended,College,2/26/11,Employed,F,46530,Rural,Married,80,12,46,1,2,Corporate Auto,Corporate L2,Offer1,Agent,118.556928,Four-Door Car,Medsize
VF65251,California,6674,No,Basic,College,2001-03-11,Unemployed,M,0,Suburban,Single,189,23,14,0,1,Personal Auto,Personal L2,Offer4,Branch,1737.320276,Luxury SUV,Large
GH31245,California,12695,No,Basic,High School or Below,1/24/11,Employed,F,73274,Urban,Married,105,6,90,0,2,Corporate Auto,Corporate L3,Offer3,Branch,284.211516,SUV,Medsize
UW20734,California,3591,No,Extended,College,2001-09-11,Employed,F,82918,Rural,Married,89,28,50,0,1,Personal Auto,Personal L2,Offer2,Branch,29.828668,Two-Door Car,Small
KK61203,California,3934,No,Premium,High School or Below,2/14/11,Medical Leave,M,20920,Suburban,Married,103,25,88,0,1,Personal Auto,Personal L2,Offer1,Web,494.4,Four-Door Car,Medsize
UQ54273,California,11790,Yes,Basic,College,2001-03-11,Retired,M,25251,Suburban,Divorced,66,13,43,0,2,Personal Auto,Personal L3,Offer2,Web,316.8,Four-Door Car,Medsize
PV48046,California,5268,No,Extended,Master,2/19/11,Employed,M,39722,Suburban,Divorced,133,9,62,0,1,Personal Auto,Personal L3,Offer1,Call Center,638.4,SUV,Large
QW21219,California,16468,Yes,Basic,High School or Below,1/27/11,Unemployed,F,0,Suburban,Divorced,63,4,52,0,2,Corporate Auto,Corporate L1,Offer2,Agent,685.12694,Four-Door Car,Medsize
PR80703,California,5746,No,Basic,Bachelor,2002-09-11,Employed,F,51335,Rural,Married,71,17,88,0,9,Personal Auto,Personal L3,Offer1,Branch,171.685669,Four-Door Car,Medsize
OI44122,California,8845,No,Basic,Bachelor,2/14/11,Employed,M,45600,Suburban,Married,113,6,96,0,3,Personal Auto,Personal L2,Offer1,Agent,617.936885,SUV,Medsize
YM44855,California,6571,No,Premium,Master,2/14/11,Employed,F,52951,Rural,Single,167,3,43,1,1,Personal Auto,Personal L1,Offer1,Branch,289.77269,SUV,Small
CS35098,California,10212,No,Extended,College,2001-11-11,Employed,M,93920,Urban,Married,84,20,13,0,2,Corporate Auto,Corporate L3,Offer2,Web,213.027868,Four-Door Car,Medsize
VV57998,California,2557,No,Basic,Bachelor,2001-02-11,Unemployed,M,0,Suburban,Single,71,17,22,0,1,Corporate Auto,Corporate L2,Offer1,Agent,340.8,Four-Door Car,Medsize
ZC17826,California,15552,No,Basic,Bachelor,2001-04-11,Unemployed,M,0,Suburban,Single,64,2,99,0,2,Personal Auto,Personal L2,Offer1,Call Center,307.2,Four-Door Car,Medsize
WD85096,California,4904,No,Basic,Master,1/21/11,Disabled,F,27593,Urban,Married,63,31,78,0,6,Corporate Auto,Corporate L3,Offer1,Agent,241.232198,Two-Door Car,Medsize
LZ57827,California,13931,No,Basic,Bachelor,2001-12-11,Employed,M,37695,Urban,Married,118,11,62,0,2,Personal Auto,Personal L2,Offer1,Branch,352.311743,SUV,Medsize
CV70978,California,7756,No,Basic,Bachelor,2002-01-11,Employed,M,97592,Suburban,Divorced,65,10,7,0,2,Personal Auto,Personal L2,Offer4,Agent,312.0,Four-Door Car,Medsize
GQ42004,California,11233,No,Basic,College,2002-02-11,Unemployed,M,0,Suburban,Married,74,12,68,0,2,Personal Auto,Personal L3,Offer2,Call Center,355.2,Four-Door Car,Small
AV93209,California,12488,No,Premium,High School or Below,2001-11-11,Employed,F,31283,Suburban,Married,104,18,3,0,2,Personal Auto,Personal L3,Offer1,Agent,499.2,Four-Door Car,Medsize
BV27017,California,17603,No,Premium,College,2002-06-11,Unemployed,F,0,Suburban,Divorced,161,1,68,1,2,Corporate Auto,Corporate L1,Offer1,Agent,772.8,SUV,Medsize
VU71619,California,13277,No,Basic,Bachelor,2001-10-11,Employed,M,96402,Urban,Married,110,29,41,0,2,Personal Auto,Personal L3,Offer3,Agent,379.897943,SUV,Medsize
FM12425,California,19338,No,Extended,College,2002-08-11,Employed,M,26488,Suburban,Divorced,247,21,39,0,7,Personal Auto,Personal L2,Offer1,Web,1321.584957,Luxury SUV,Medsize
DY27031,California,4449,No,Basic,High School or Below,1/28/11,Unemployed,M,0,Suburban,Single,70,27,24,3,3,Personal Auto,Personal L1,Offer1,Agent,432.835989,Four-Door Car,Large
UE75424,California,10733,No,Extended,Doctor,2/22/11,Employed,M,75728,Rural,Married,133,24,68,0,4,Corporate Auto,Corporate L3,Offer1,Call Center,44.159065,SUV,Medsize
MU67498,California,7201,Yes,Basic,College,1/26/11,Unemployed,F,0,Suburban,Married,66,16,77,0,2,Corporate Auto,Corporate L2,Offer2,Agent,316.8,Four-Door Car,Medsize
IX32007,California,2865,No,Basic,Bachelor,2001-06-11,Unemployed,M,0,Suburban,Single,109,2,8,4,1,Personal Auto,Personal L2,Offer3,Call Center,1145.746845,SUV,Small
DF86803,California,5308,No,Basic,High School or Below,2/14/11,Unemployed,M,0,Suburban,Single,73,9,43,0,3,Corporate Auto,Corporate L3,Offer1,Agent,525.6,Four-Door Car,Medsize
JS10224,California,18321,No,Basic,College,2/16/11,Employed,F,76726,Rural,Married,65,27,26,0,2,Personal Auto,Personal L2,Offer2,Branch,10.36741,Four-Door Car,Medsize
HA93483,California,4319,No,Basic,Bachelor,2002-12-11,Disabled,F,11811,Suburban,Married,110,20,20,0,1,Personal Auto,Personal L2,Offer2,Branch,808.618307,Sports Car,Small
WW80551,California,6556,No,Basic,High School or Below,2001-03-11,Unemployed,M,0,Suburban,Single,63,6,58,0,2,Personal Auto,Personal L3,Offer1,Branch,453.6,Four-Door Car,Small
WI89701,California,5706,No,Basic,College,2001-11-11,Unemployed,F,0,Suburban,Married,74,2,34,0,9,Personal Auto,Personal L3,Offer1,Branch,432.4081,Two-Door Car,Medsize
JQ81164,California,6656,No,Extended,College,1/28/11,Disabled,F,26628,Suburban,Married,85,15,28,0,6,Corporate Auto,Corporate L1,Offer1,Agent,408.0,Two-Door Car,Large
KA25468,California,4905,No,Basic,Master,2002-03-11,Employed,M,46177,Suburban,Married,61,8,32,0,8,Personal Auto,Personal L3,Offer1,Web,379.075927,Four-Door Car,Small
IW31117,California,5621,No,Basic,Doctor,2/16/11,Employed,M,21142,Rural,Single,71,16,79,0,4,Personal Auto,Personal L2,Offer1,Agent,79.293115,Two-Door Car,Large
MI91352,California,8382,Yes,Basic,Bachelor,1/27/11,Employed,M,25998,Suburban,Married,71,16,38,0,2,Personal Auto,Personal L1,Offer2,Call Center,791.878042,Four-Door Car,Medsize
CP93345,California,2858,No,Basic,Bachelor,2/15/11,Employed,F,85300,Urban,Divorced,73,8,39,2,1,Corporate Auto,Corporate L3,Offer2,Call Center,319.867735,Four-Door Car,Large
CZ20440,California,4291,No,Basic,High School or Below,1/28/11,Unemployed,F,0,Suburban,Single,62,1,2,1,7,Corporate Auto,Corporate L2,Offer1,Agent,403.991524,Four-Door Car,Large
KZ35883,California,33288,No,Premium,College,2002-03-11,Employed,F,91541,Rural,Married,118,23,3,0,2,Personal Auto,Personal L2,Offer2,Branch,51.549119,Four-Door Car,Medsize
SJ30138,California,4145,No,Basic,High School or Below,2001-02-11,Unemployed,M,0,Suburban,Divorced,118,12,88,0,1,Corporate Auto,Corporate L3,Offer1,Call Center,566.4,SUV,Medsize
AO77635,California,4006,No,Basic,College,2001-02-11,Employed,F,28987,Rural,Married,102,8,98,0,1,Personal Auto,Personal L2,Offer3,Branch,245.693546,SUV,Medsize
PJ36160,California,16273,No,Basic,Bachelor,2002-09-11,Employed,M,83589,Urban,Single,103,27,65,0,2,Personal Auto,Personal L2,Offer3,Agent,366.0396,SUV,Small
XT41916,California,5144,No,Basic,High School or Below,2002-11-11,Unemployed,F,0,Suburban,Single,72,9,84,0,3,Personal Auto,Personal L3,Offer1,Agent,375.204446,Four-Door Car,Medsize
EA61783,California,26233,No,Basic,Bachelor,1/15/11,Employed,F,35868,Suburban,Single,110,20,51,0,2,Personal Auto,Personal L3,Offer2,Branch,528.0,SUV,Medsize
IS12075,California,5100,No,Basic,High School or Below,1/26/11,Unemployed,F,0,Suburban,Single,71,9,2,1,7,Corporate Auto,Corporate L1,Offer3,Web,653.726919,Four-Door Car,Small
QV14053,California,2708,No,Basic,High School or Below,2001-05-11,Employed,M,53807,Rural,Divorced,68,25,69,0,1,Personal Auto,Personal L3,Offer4,Web,63.760358,Two-Door Car,Medsize
ZZ68210,California,30746,No,Premium,High School or Below,1/26/11,Unemployed,M,0,Suburban,Single,110,27,89,0,2,Personal Auto,Personal L2,Offer1,Call Center,1004.755092,Four-Door Car,Medsize
BT57285,California,4564,No,Extended,High School or Below,2/13/11,Unemployed,M,0,Suburban,Married,124,32,39,0,1,Personal Auto,Personal L1,Offer1,Agent,595.2,SUV,Medsize
UF88512,California,7443,No,Extended,Bachelor,1/17/11,Employed,M,57517,Suburban,Single,96,14,61,0,8,Corporate Auto,Corporate L3,Offer2,Web,460.8,Four-Door Car,Medsize
RI76399,California,17636,No,Basic,High School or Below,2/26/11,Employed,F,37109,Suburban,Married,63,7,70,0,2,Corporate Auto,Corporate L2,Offer1,Agent,302.4,Two-Door Car,Medsize
OY95386,California,8419,No,Basic,Bachelor,2002-05-11,Unemployed,F,0,Suburban,Married,115,21,62,0,9,Personal Auto,Personal L2,Offer3,Branch,552.0,SUV,Medsize
BJ58596,California,2486,No,Basic,High School or Below,2/24/11,Unemployed,F,0,Suburban,Single,72,22,55,0,1,Corporate Auto,Corporate L3,Offer2,Branch,518.4,Two-Door Car,Large
HV75193,California,2867,No,Basic,Master,2002-07-11,Disabled,F,26924,Urban,Married,73,12,80,0,1,Personal Auto,Personal L2,Offer1,Call Center,262.086021,Four-Door Car,Medsize
LI81655,California,6638,No,Premium,Master,2/26/11,Employed,M,21586,Suburban,Married,167,31,44,1,1,Personal Auto,Personal L2,Offer4,Agent,801.6,Sports Car,Medsize
XP61922,California,2531,Yes,Basic,Bachelor,1/21/11,Employed,F,89451,Rural,Single,63,11,2,0,1,Personal Auto,Personal L3,Offer2,Web,61.769564,Four-Door Car,Medsize
JA12512,California,5556,No,Basic,Bachelor,2/16/11,Employed,F,97424,Urban,Married,68,25,13,0,5,Personal Auto,Personal L3,Offer1,Agent,230.436256,Two-Door Car,Medsize
FP20500,California,6265,No,Extended,Bachelor,2/18/11,Unemployed,M,0,Suburban,Single,89,5,16,0,3,Corporate Auto,Corporate L1,Offer1,Agent,850.175941,Two-Door Car,Medsize
MS88882,California,5639,No,Extended,College,2001-11-11,Disabled,M,24636,Suburban,Single,77,5,72,0,6,Personal Auto,Personal L3,Offer2,Agent,480.925301,Two-Door Car,Medsize
QH52104,California,3903,No,Premium,Master,1/18/11,Unemployed,M,0,Suburban,Single,104,25,87,0,1,Personal Auto,Personal L2,Offer1,Call Center,499.2,Four-Door Car,Medsize
BM92346,California,3919,Yes,Extended,High School or Below,2001-05-11,Employed,F,66676,Suburban,Married,97,0,40,0,1,Personal Auto,Personal L1,Offer3,Agent,558.099357,Four-Door Car,Small
NS23754,California,2567,No,Basic,High School or Below,2002-09-11,Employed,F,21375,Suburban,Married,65,14,66,0,1,Corporate Auto,Corporate L3,Offer3,Call Center,312.0,Four-Door Car,Large
ZG54759,California,2837,No,Basic,College,1/17/11,Employed,F,41408,Urban,Divorced,73,4,89,1,1,Corporate Auto,Corporate L2,Offer1,Branch,268.710908,Four-Door Car,Medsize
LI31082,California,12742,Yes,Basic,Bachelor,2001-07-11,Employed,F,73054,Urban,Married,106,34,36,1,2,Personal Auto,Personal L2,Offer1,Branch,419.365958,SUV,Medsize
UY51200,California,8889,No,Basic,College,2001-09-11,Employed,M,77104,Urban,Married,112,21,65,1,6,Corporate Auto,Corporate L3,Offer1,Agent,436.494292,SUV,Medsize
UV44323,California,4903,No,Extended,College,2001-06-11,Unemployed,F,0,Suburban,Married,133,11,95,0,1,Personal Auto,Personal L2,Offer2,Branch,638.4,SUV,Large
TO55166,California,2600,No,Basic,Bachelor,2001-12-11,Employed,M,72766,Rural,Married,65,23,93,0,1,Personal Auto,Personal L2,Offer3,Branch,91.464233,Two-Door Car,Medsize
TZ28073,California,4341,No,Basic,Bachelor,2001-10-11,Employed,M,23352,Suburban,Married,112,0,86,0,1,Personal Auto,Personal L3,Offer2,Branch,537.6,SUV,Medsize
UF31027,California,4299,No,Basic,College,1/28/11,Employed,F,76778,Urban,Married,107,31,46,1,1,Personal Auto,Personal L3,Offer1,Agent,500.665061,SUV,Small
UV48386,California,2698,No,Basic,Master,1/25/11,Employed,M,40154,Suburban,Married,67,24,17,0,1,Corporate Auto,Corporate L1,Offer1,Branch,360.670642,Four-Door Car,Medsize
HO74982,California,5383,No,Basic,Bachelor,1/24/11,Employed,F,74888,Suburban,Married,68,19,36,3,7,Personal Auto,Personal L3,Offer3,Call Center,335.936021,Two-Door Car,Small
BD12981,California,5733,No,Basic,College,1/30/11,Employed,F,39337,Urban,Single,74,29,1,1,9,Personal Auto,Personal L2,Offer1,Agent,277.225868,Four-Door Car,Medsize
JC18314,California,7089,No,Extended,Bachelor,2001-10-11,Employed,M,28121,Suburban,Divorced,90,16,0,0,4,Personal Auto,Personal L1,Offer2,Agent,432.0,Two-Door Car,Medsize
BP90016,California,8302,No,Basic,Master,2/27/11,Employed,M,78032,Urban,Married,103,8,49,0,3,Corporate Auto,Corporate L3,Offer3,Agent,323.607074,SUV,Small
PS23376,California,5671,No,Basic,High School or Below,2/26/11,Employed,F,69668,Rural,Married,70,34,33,0,4,Corporate Auto,Corporate L2,Offer1,Branch,64.855035,Two-Door Car,Large
LX30483,California,3372,No,Basic,College,2002-01-11,Unemployed,F,0,Suburban,Single,102,2,36,3,1,Personal Auto,Personal L2,Offer1,Agent,489.6,SUV,Medsize
FQ93665,California,18940,No,Basic,High School or Below,1/20/11,Employed,F,21911,Suburban,Married,67,16,34,0,2,Corporate Auto,Corporate L3,Offer2,Agent,705.42264,Four-Door Car,Small
LG73224,California,2671,No,Basic,High School or Below,1/20/11,Employed,M,52572,Suburban,Single,68,16,73,0,1,Personal Auto,Personal L2,Offer4,Web,379.281455,Four-Door Car,Medsize
WJ92113,California,14032,No,Premium,Bachelor,2/24/11,Employed,F,91061,Suburban,Married,116,22,95,0,2,Personal Auto,Personal L2,Offer1,Agent,556.8,Four-Door Car,Medsize
ZT26848,California,8314,No,Basic,High School or Below,1/19/11,Employed,M,40447,Urban,Married,105,1,79,0,6,Personal Auto,Personal L3,Offer1,Agent,377.561463,SUV,Medsize
SO42230,California,7126,No,Extended,Master,2/17/11,Medical Leave,F,22490,Rural,Married,90,8,96,0,8,Personal Auto,Personal L3,Offer1,Agent,88.765534,Two-Door Car,Large
VB65967,California,27430,No,Extended,Bachelor,1/18/11,Employed,M,49331,Urban,Married,138,3,58,0,2,Personal Auto,Personal L2,Offer1,Branch,386.258495,SUV,Medsize
ED82243,California,7019,Yes,Basic,College,1/23/11,Retired,M,26806,Suburban,Married,63,32,19,0,2,Personal Auto,Personal L2,Offer1,Agent,302.4,Four-Door Car,Medsize
AU62013,California,24827,No,Basic,Doctor,2/25/11,Employed,F,67572,Urban,Married,102,7,55,0,2,Personal Auto,Personal L1,Offer1,Branch,296.209127,Sports Car,Small
TT68630,California,3351,No,Extended,Bachelor,1/27/11,Employed,F,90213,Suburban,Married,83,3,12,0,1,Personal Auto,Personal L1,Offer2,Call Center,398.4,Two-Door Car,Medsize
RV82726,California,4438,No,Premium,High School or Below,2002-04-11,Employed,M,22768,Suburban,Married,112,16,69,0,1,Personal Auto,Personal L3,Offer4,Branch,537.6,Four-Door Car,Medsize
VC11777,California,5188,No,Basic,High School or Below,2/23/11,Employed,F,80521,Suburban,Single,65,20,43,2,9,Personal Auto,Personal L1,Offer1,Branch,342.913243,Four-Door Car,Small
HZ68892,California,4584,No,Basic,College,1/16/11,Employed,M,85245,Suburban,Married,115,6,96,0,1,Personal Auto,Personal L2,Offer2,Call Center,556.568103,Sports Car,Large
RY44243,California,5946,No,Basic,College,1/17/11,Employed,F,65602,Rural,Married,73,11,14,0,3,Personal Auto,Personal L2,Offer3,Agent,61.570877,Four-Door Car,Medsize
DR77989,California,4786,No,Basic,College,1/25/11,Unemployed,M,0,Urban,Divorced,68,16,12,0,7,Personal Auto,Personal L1,Offer1,Call Center,199.23876,Four-Door Car,Medsize
PU25344,California,7276,No,Basic,Bachelor,1/27/11,Unemployed,M,0,Suburban,Single,106,24,77,0,6,Personal Auto,Personal L2,Offer1,Call Center,1247.79856,SUV,Large
NC80854,California,4941,No,Basic,College,2001-09-11,Unemployed,F,0,Suburban,Single,71,22,57,0,9,Personal Auto,Personal L2,Offer3,Agent,511.750971,Four-Door Car,Medsize
PG90331,California,18636,No,Basic,College,2/14/11,Disabled,M,11656,Suburban,Married,70,19,8,0,2,Personal Auto,Personal L2,Offer3,Agent,336.0,Two-Door Car,Medsize
TI14001,California,7507,Yes,Basic,College,2002-06-11,Employed,M,60920,Urban,Single,64,10,61,0,2,Corporate Auto,Corporate L3,Offer2,Agent,231.201886,Two-Door Car,Medsize
FP51143,California,2130,No,Basic,College,1/30/11,Unemployed,M,0,Suburban,Single,62,16,79,0,1,Corporate Auto,Corporate L2,Offer1,Branch,446.4,Two-Door Car,Medsize
LK19630,California,2907,No,Basic,High School or Below,1/30/11,Employed,F,52216,Suburban,Married,72,8,55,1,1,Personal Auto,Personal L2,Offer1,Web,362.026936,Four-Door Car,Medsize
JK16503,California,4916,No,Basic,High School or Below,2002-07-11,Unemployed,M,0,Suburban,Married,67,17,21,0,4,Personal Auto,Personal L1,Offer1,Branch,321.6,Two-Door Car,Medsize
WG29557,California,5068,No,Basic,Master,2002-07-11,Employed,M,74919,Urban,Married,63,10,31,0,9,Personal Auto,Personal L2,Offer2,Branch,206.24435,Four-Door Car,Medsize
EQ96084,California,7822,No,Extended,Bachelor,1/15/11,Employed,F,33963,Rural,Divorced,99,10,3,0,4,Corporate Auto,Corporate L3,Offer4,Web,222.626234,Four-Door Car,Medsize
WH28633,California,2897,No,Basic,College,1/25/11,Employed,M,75041,Rural,Single,74,30,42,0,1,Personal Auto,Personal L2,Offer3,Agent,56.05058,Four-Door Car,Medsize
KN50049,California,18883,No,Premium,College,2002-12-11,Medical Leave,M,24054,Suburban,Single,176,14,61,0,2,Personal Auto,Personal L1,Offer1,Branch,1133.801271,SUV,Medsize
RN48574,California,6274,Yes,Extended,College,2/16/11,Retired,F,18577,Suburban,Divorced,86,21,76,0,6,Corporate Auto,Corporate L3,Offer1,Branch,412.8,Four-Door Car,Medsize
PD11073,California,7615,No,Extended,College,2002-03-11,Employed,F,35045,Urban,Married,96,21,47,0,5,Personal Auto,Personal L3,Offer1,Agent,420.606785,Four-Door Car,Medsize
FS86064,California,2118,No,Basic,Bachelor,2/16/11,Unemployed,M,0,Suburban,Single,64,0,78,0,1,Personal Auto,Personal L3,Offer1,Branch,426.248686,Four-Door Car,Medsize
JU47573,California,2291,No,Basic,Bachelor,1/29/11,Unemployed,F,0,Suburban,Single,64,30,85,0,1,Personal Auto,Personal L3,Offer1,Branch,482.778155,Four-Door Car,Large
VN59368,California,6521,Yes,Extended,College,2001-09-11,Employed,F,72608,Suburban,Married,82,26,19,3,8,Personal Auto,Personal L2,Offer2,Agent,393.6,Four-Door Car,Medsize
UI19516,California,16910,No,Extended,College,2/22/11,Employed,M,65620,Urban,Divorced,213,16,0,0,4,Corporate Auto,Corporate L2,Offer3,Agent,766.322388,Luxury Car,Medsize
ZV55368,California,5709,No,Basic,High School or Below,2/27/11,Employed,M,75650,Rural,Married,71,24,53,0,8,Corporate Auto,Corporate L2,Offer4,Agent,104.918485,Four-Door Car,Medsize
OS54451,California,2628,No,Basic,Bachelor,2002-11-11,Employed,M,31964,Rural,Married,67,30,90,0,1,Personal Auto,Personal L2,Offer2,Web,120.060283,Four-Door Car,Medsize
IP93821,California,3601,Yes,Basic,High School or Below,2/25/11,Retired,F,25147,Suburban,Single,101,7,54,0,1,Personal Auto,Personal L1,Offer1,Agent,694.598288,SUV,Medsize
AR17553,California,6111,No,Extended,Master,2002-06-11,Medical Leave,M,22944,Suburban,Married,80,26,83,0,5,Corporate Auto,Corporate L1,Offer3,Branch,488.272759,Four-Door Car,Medsize
SM10031,California,2933,No,Extended,Master,2001-08-11,Unemployed,M,0,Suburban,Married,78,22,98,0,1,Personal Auto,Personal L3,Offer1,Branch,398.421636,Four-Door Car,Medsize
CK14803,California,4325,No,Basic,College,2002-02-11,Employed,M,94242,Rural,Divorced,107,15,70,0,1,Personal Auto,Personal L2,Offer2,Branch,52.121929,SUV,Large
CJ35075,California,4665,No,Basic,High School or Below,2/20/11,Unemployed,F,0,Suburban,Single,68,16,35,1,3,Personal Auto,Personal L1,Offer3,Agent,326.4,Four-Door Car,Medsize
NA56063,California,43019,No,Extended,College,1/22/11,Unemployed,M,0,Suburban,Married,132,24,49,0,2,Corporate Auto,Corporate L3,Offer3,Branch,904.378268,SUV,Large
CA62597,California,7483,No,Basic,Bachelor,2/25/11,Unemployed,F,0,Suburban,Married,101,17,20,0,3,Corporate Auto,Corporate L2,Offer1,Agent,978.257137,SUV,Medsize
